UniqueID,CollegeID,PrefNumber,Gender,Caste
2405336477,,,GIRLS,SC
8683718047,,,GIRLS,SC
4774528420,,,GIRLS,SC
4864443812,169,4,BOYS,ST
9605875110,,,BOYS,SC
1249674662,20,5,BOYS,BC
9976710567,,,GIRLS,BC
3037005226,169,4,BOYS,ST
4648764846,168,4,GIRLS,ST
9670985137,243,1,GIRLS,OC
9536570801,324,1,GIRLS,ST
4603479478,,,BOYS,SC
5515773367,,,GIRLS,SC
3870524857,167,1,GIRLS,ST
5408359867,,,BOYS,SC
4316431804,,,BOYS,ST
3617097150,,,BOYS,SC
9745073605,,,GIRLS,BC
5309728198,174,4,BOYS,ST
9420506570,34,3,GIRLS,ST
7392396750,,,BOYS,SC
8047789521,,,GIRLS,SC
4595713490,,,GIRLS,BC
8141997521,,,BOYS,SC
8857191893,,,GIRLS,BC
3538290135,,,GIRLS,SC
6077056472,,,BOYS,SC
9521366489,,,GIRLS,SC
7765132760,,,GIRLS,SC
4501931483,27,19,BOYS,BC
9533294043,119,1,GIRLS,ST
6451627486,,,BOYS,SC
7745439199,27,1,BOYS,ST
7512032740,,,BOYS,SC
6884984292,203,2,BOYS,ST
9034565095,,,BOYS,SC
9607349736,,,GIRLS,SC
1798211051,,,GIRLS,BC
5477664236,,,GIRLS,SC
6394938862,,,GIRLS,SC
6359549423,256,2,BOYS,ST
5400692210,,,BOYS,SC
7717029364,,,GIRLS,BC
1275561461,,,GIRLS,SC
4234315256,,,GIRLS,SC
9805071864,,,GIRLS,SC
2343011833,,,BOYS,SC
2347042300,,,GIRLS,BC
1733723647,,,GIRLS,SC
1482753535,,,BOYS,BC
6153864708,,,GIRLS,BC
4889282052,,,GIRLS,BC
8706262533,,,BOYS,SC
2753660420,,,BOYS,SC
4285728260,276,1,GIRLS,ST
9565013508,27,13,BOYS,BC
7444071946,,,GIRLS,BC
2046952971,,,GIRLS,SC
5173511691,57,2,GIRLS,ST
8954938896,,,GIRLS,SC
9644705297,,,BOYS,BC
7220692497,,,GIRLS,BC
7364642320,,,BOYS,SC
9791374868,,,GIRLS,SC
1326712342,,,BOYS,SC
8554481175,,,BOYS,SC
3899917847,,,GIRLS,SC
3475473943,,,GIRLS,SC
7542703642,,,BOYS,SC
3769796121,,,GIRLS,BC
4380755484,,,GIRLS,BC
5915313687,,,GIRLS,SC
6973490717,20,7,BOYS,BC
5010425375,,,GIRLS,BC
7091455512,20,14,BOYS,BC
3079767585,,,GIRLS,SC
7120324131,,,BOYS,SC
4246177315,,,GIRLS,BC
6799328805,,,BOYS,BC
7582516774,,,BOYS,BC
2888500774,,,GIRLS,SC
2959476264,,,BOYS,SC
8809416232,,,GIRLS,BC
1216153131,,,GIRLS,SC
3058173483,,,BOYS,BC
8075609646,187,1,GIRLS,ST
9090401840,,,GIRLS,SC
7516128819,,,BOYS,BC
6183585333,,,GIRLS,SC
7469106741,,,GIRLS,SC
2889877050,,,BOYS,SC
1392084542,,,GIRLS,SC
5743937087,,,GIRLS,BC
3727328834,,,GIRLS,SC
3714385475,,,GIRLS,BC
6144689731,,,GIRLS,BC
1520956550,135,1,BOYS,MINORITY
6203639367,,,BOYS,SC
3450472007,,,BOYS,BC
5691770440,,,BOYS,BC
7773980234,,,GIRLS,BC
2811397707,,,BOYS,BC
5033461324,,,GIRLS,SC
1306297931,,,GIRLS,BC
2939258447,,,GIRLS,BC
5938677328,,,GIRLS,SC
8978007632,,,GIRLS,BC
6360991314,344,2,GIRLS,SC-CC
3952903763,,,GIRLS,BC
9513371223,,,GIRLS,SC
9274656347,,,BOYS,SC
8241481308,,,BOYS,SC
6830163551,,,GIRLS,SC
9241134687,,,BOYS,SC
6229198433,,,GIRLS,SC
6448612962,,,BOYS,SC
6613403235,,,BOYS,SC
4964222563,,,GIRLS,SC
7528646243,,,GIRLS,BC
4351395430,,,GIRLS,BC
7555253865,,,GIRLS,BC
8038319722,,,GIRLS,BC
6443763307,,,BOYS,SC
1077118570,,,GIRLS,BC
9203582572,,,BOYS,BC
9780037230,,,BOYS,SC
4459169391,,,BOYS,SC
5759174255,,,BOYS,SC
5229250159,,,GIRLS,SC
5425301106,,,GIRLS,SC
3305866871,256,5,BOYS,ST
8250918522,,,GIRLS,SC
5597431420,,,GIRLS,SC
1434453628,,,BOYS,SC
4821845631,,,GIRLS,SC
4806248063,,,BOYS,BC
8945403521,,,BOYS,SC
8801126015,,,BOYS,SC
4922738307,,,BOYS,SC
7744816772,,,GIRLS,BC
2090534535,,,GIRLS,SC
7207945865,,,GIRLS,SC
7755794058,,,BOYS,SC
9118844555,,,BOYS,SC
2373125772,,,BOYS,BC
3910010509,,,GIRLS,SC
4023322255,,,GIRLS,SC
9794127505,,,GIRLS,BC
7262799505,,,GIRLS,SC
5730600597,,,GIRLS,BC
7701890710,,,GIRLS,SC
7789086358,,,BOYS,BC
9960588952,169,4,BOYS,ST
1997801113,,,BOYS,SC
2721941146,,,GIRLS,SC
1525647007,,,GIRLS,SC
3815245471,,,GIRLS,SC
7151093409,,,BOYS,SC
8281982627,,,GIRLS,BC
9850521254,,,GIRLS,SC
3144615592,,,GIRLS,SC
3790997160,,,BOYS,SC
2005239466,,,GIRLS,BC
5464557228,276,3,GIRLS,ST
9805661872,,,GIRLS,SC
4909500083,,,BOYS,SC
2165966516,,,GIRLS,BC
8274773685,,,GIRLS,SC
7825917621,,,GIRLS,SC
6447367863,,,GIRLS,BC
7900628661,,,GIRLS,SC
3874817721,,,GIRLS,BC
2688452281,,,GIRLS,SC
6824101562,,,BOYS,BC
1224771259,,,GIRLS,SC
8543438523,,,GIRLS,BC
8283588285,,,GIRLS,SC
5973182143,,,BOYS,BC
8676542144,119,1,GIRLS,ST
7119046337,,,BOYS,SC
1430488770,,,GIRLS,BC
4085843642,,,GIRLS,BC
2315945670,,,GIRLS,BC
2328757959,81,1,GIRLS,ST
